norm_name;name;norm_reg;href;lat;long;okato;oktmo;people;square;height;phone_code;post_index;timezone;RegName;RegOKATO;RegPeople;RegSquare;adm_center;FedName;people2017;city_people;country_people
Уптар;Уптар;Магаданская;https://ru.wikipedia.org/wiki/%D0%A3%D0%BF%D1%82%D0%B0%D1%80;59.89888889;15.01444444;44 401 560;44701000061;2109;0.0;0.0;;685902;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;2109;2109;
Провидения;Провидения;Чукотский;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B2%D0%B8%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F;6.073611111;17.05361111;77 220 551;77710000051;2109;0.0;0.0;742735;689251;UTC+12;Чукотский АО;77;49822.0;721481.0;Анадырь;Дальневосточный федеральный округ;2109;2109;
Храброво;Храброво;Калининградская;https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%B1%D1%80%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.89777778;20.57666667;27 209 828 013;27707000821;2143;0.0;0.0;;238315;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Измайлово;Измайлово;Ульяновская;https://ru.wikipedia.org/wiki/%D0%98%D0%B7%D0%BC%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BE_(%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.71916667;47.24416667;14 235 836 005;73604154051;2170;0.0;208.0;;433721;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;2170;2170;
Рабочий поселок имени В. И. Ленина;Рабочий посёлок имени В. И. Ленина;Ульяновская;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%92._%D0%98._%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0;53.56416667;46.97833333;73 204 556;73604156051;2187;0.0;217.0;;433734;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;2187;2187;
Сеймчан;Сеймчан;Магаданская;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B9%D0%BC%D1%87%D0%B0%D0%BD_(%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);62.93083333;15.03972222;44 210 551;44710000051;2231;0.0;0.0;741347;686160;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;2231;2231;
Оричи;Оричи;Кировская;https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D0%B8%D1%87%D0%B8;58.40388889;49.06055556;33 230 551;33630151051;2257;0.0;134.0;783354;612080;UTC+3;Кировская область;33;1291684.0;120374.0;Киров;Приволжский федеральный округ;7492;7492;
Эрхирик;Эрхирик;Бурятия;https://ru.wikipedia.org/wiki/%D0%AD%D1%80%D1%85%D0%B8%D1%80%D0%B8%D0%BA;51.88944444;10.13027778;81 218 815 001;81618415101;2261;0.0;0.0;+7 301 36;671320;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Июльское;Июльское;Удмуртия;https://ru.wikipedia.org/wiki/%D0%98%D1%8E%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_(%D0%92%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.86555556;53.72638889;94 208 825 001;94608425101;2266;0.0;0.0;734145;427415;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Шелангер;Шелангер;Марий;https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%BB%D0%B0%D0%BD%D0%B3%D0%B5%D1%80_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);56.21944444;48.25;88 212 845 001;88612445101;2293;0.0;0.0;783645;425070;UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;;;
Синегорье;Синегорье;Магаданская;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B5%D0%B3%D0%BE%D1%80%D1%8C%D0%B5_(%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);62.07888889;15.00833333;44 222 564;44722000066;2381;0.0;0.0;;686222;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;2381;2381;
Тямша;Тямша;Псковская;https://ru.wikipedia.org/wiki/%D0%A2%D1%8F%D0%BC%D1%88%D0%B0;57.74166667;28.18027778;58 249 872 001;58649472101;2410;0.0;0.0;;180504;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;;;
Акташ;Акташ;Алтай;https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%82%D0%B0%D1%88_(%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0_%D0%90%D0%BB%D1%82%D0%B0%D0%B9);50.31111111;87.59916667;84 230 805 001;84630405101;2418;0.0;1500.0;;649743;UTC+7;Алтай;84;217007.0;92903.0;Горно-Алтайск;Сибирский федеральный округ;;;
Раздольный;Раздольный;Камчатский;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B4%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_(%D0%9A%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);53.27083333;15.13805556;30 207 000 024;30607422101;2425;0.0;0.0;;684020;UTC+12;Камчатский край;30;314729.0;464275.0;Петропавловск-Камчатский;Дальневосточный федеральный округ;;;
Аршан;Аршан;Бурятия;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%88%D0%B0%D0%BD_(%D0%91%D1%83%D1%80%D1%8F%D1%82%D0%B8%D1%8F);51.90861111;10.04027778;81 251 803 001;81651403101;2435;0.0;893.0;730147;671023;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Большаково;Большаково;Калининградская;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.86666667;21.65;27 236 802 001;27727000136;2448;0.0;17.0;;238620;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Италмас;Италмас;Удмуртия;https://ru.wikipedia.org/wiki/%D0%98%D1%82%D0%B0%D0%BB%D0%BC%D0%B0%D1%81_(%D1%81%D0%B5%D0%BB%D0%BE);56.91555556;53.4775;94 216 817 001;94616417101;2452;0.0;0.0;73412;427023;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Озерки;Озерки;Калининградская;https://ru.wikipedia.org/wiki/%D0%9E%D0%B7%D0%B5%D1%80%D0%BA%D0%B8_(%D0%93%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3);54.63333333;20.88333333;27 206 816 001;27706000276;2473;3.5;30.0;740159;238224;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Селендума;Селендума;Бурятия;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B5%D0%BD%D0%B4%D1%83%D0%BC%D0%B0;50.91722222;10.10388889;81 248 873 001;81648473101;2504;0.0;0.0;730145;671195[2];UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Малое Исаково;Малое Исаково;Калининградская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BE%D0%B5_%D0%98%D1%81%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE;54.73333333;20.58555556;27 209 802 002;27707000116;2543;1.21;8.0;740151;238310;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Орлик;Орлик;Бурятия;https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D0%BB%D0%B8%D0%BA_(%D0%91%D1%83%D1%80%D1%8F%D1%82%D0%B8%D1%8F);52.51;99.82111111;81 239 822 001;81639422101;2555;0.0;1376.0;730150;671030;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Кильмезь;Кильмезь;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BB%D1%8C%D0%BC%D0%B5%D0%B7%D1%8C_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);57.01;51.33333333;94 241 860 001;94641460101;2574;0.0;0.0;734152;427390;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Северо-Курильск;Северо-Курильск;Сахалинская;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BE-%D0%9A%D1%83%D1%80%D0%B8%D0%BB%D1%8C%D1%81%D0%BA;50.68333333;15.10194444;64 243 501;64743000001;2587;155.0;30.0;+7 424 53;694550;UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;2587;2587;
Илька;Илька;Бурятия;https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D1%8C%D0%BA%D0%B0_(%D1%81%D0%B5%D0%BB%D0%BE);51.71972222;10.14194444;81 218 825 001;81618425101;2610;0.0;0.0;730136;671331;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Усвяты;Усвяты;Псковская;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B2%D1%8F%D1%82%D1%8B;55.74861111;30.75555556;58 258 551;58658151051;2674;0.0;0.0;781150;182570;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;2674;2674;
Палкино;Палкино;Псковская;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%9F%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);57.53333333;28.01666667;58 237 551;58637151051;2674;0.0;0.0;781145;181270;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;2674;2674;
Нижние Тальцы;Нижние Тальцы;Бурятия;https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B5_%D0%A2%D0%B0%D0%BB%D1%8C%D1%86%D1%8B;51.88583333;10.13166667;81 218 565 001;81618452101;2683;0.0;0.0;730146;671321;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Нылга;Нылга;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9D%D1%8B%D0%BB%D0%B3%D0%B0;56.76138889;52.3675;94 244 830 001;94644430101;2698;0.0;0.0;734130;427050;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Вараксино;Вараксино;Удмуртия;https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%B0%D0%BA%D1%81%D0%B8%D0%BD%D0%BE_(%D0%97%D0%B0%D0%B2%D1%8C%D1%8F%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.86555556;53.08638889;94 216 807 001;94616407101;2703;0.0;0.0;73412;427027;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Гурульба;Гурульба;Бурятия;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D1%83%D0%BB%D1%8C%D0%B1%D0%B0;51.83444444;10.12333333;81 222 815 001;81622415101;2707;0.0;0.0;730140;670023;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Сосновый Бор;Сосновый Бор;Псковская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9_%D0%91%D0%BE%D1%80_(%D0%A1%D0%B5%D0%B1%D0%B5%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.24027778;28.3175;58 254 558;58654158051;2708;0.0;0.0;+7 81-140-33-;;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;2708;2708;
Пугачево;Пугачёво;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D1%91%D0%B2%D0%BE_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);56.60944444;53.06944444;94 233 877 001;94633477101;2730;0.0;0.0;;427801;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Коряки;Коряки;Камчатский;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%8F%D0%BA%D0%B8_(%D1%81%D0%B5%D0%BB%D0%BE);53.28083333;15.13666667;30 207 000 002;30607407101;2735;0.0;0.0;741531;684021;UTC+12;Камчатский край;30;314729.0;464275.0;Петропавловск-Камчатский;Дальневосточный федеральный округ;;;
Красногорск;Красногорск;Сахалинская;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%A1%D0%B0%D1%85%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);48.41666667;14.03472222;64 248 000 003;64748000116;2751;0.0;0.0;742446;694810[3];UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;;;
Хойтобэе;Хойтобэе;Бурятия;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%B9%D1%82%D0%BE%D0%B1%D1%8D%D0%B5;51.78805556;10.12361111;81 222 828 004;81622428121;2754;0.0;0.0;730140;671050;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Плюсса;Плюсса;Псковская;https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D1%8E%D1%81%D1%81%D0%B0_(%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);58.42888889;29.36;58 243 551;58643151051;2768;0.0;0.0;781133;181000;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;2768;2768;
Южный;Южный;Калининградская;https://ru.wikipedia.org/wiki/%D0%AE%D0%B6%D0%BD%D1%8B%D0%B9_(%D0%91%D0%B0%D0%B3%D1%80%D0%B0%D1%82%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);54.54916667;20.595;27 203 813 006;27703000401;2772;0.0;30.0;740156;238423;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Пионерский;Пионерский;Камчатский;https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9A%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);53.09472222;15.14194444;30 207 000 021;30607421101;2782;0.0;0.0;741531;684017;UTC+12;Камчатский край;30;314729.0;464275.0;Петропавловск-Камчатский;Дальневосточный федеральный округ;;;
Кунья;Кунья;Псковская;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BD%D1%8C%D1%8F_(%D0%9F%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.28333333;30.96666667;58 216 551;58616151051;2785;0.0;0.0;781149;182010;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;2785;2785;
Эгвекинот;Эгвекинот;Чукотский;https://ru.wikipedia.org/wiki/%D0%AD%D0%B3%D0%B2%D0%B5%D0%BA%D0%B8%D0%BD%D0%BE%D1%82;66.31666667;17.15194444;77 215 551;77715000051;2803;0.0;0.0;742734;689202;UTC+12;Чукотский АО;77;49822.0;721481.0;Анадырь;Дальневосточный федеральный округ;2803;2803;
Долгоруково;Долгоруково;Калининградская;https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BB%D0%B3%D0%BE%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.41666667;20.51666667;27 203 828 001;27703000281;2805;0.0;0.0;740156;238430;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Тохой;Тохой;Бурятия;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D1%85%D0%BE%D0%B9_(%D0%A1%D0%B5%D0%BB%D0%B5%D0%BD%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);51.36638889;10.11;81 248 822 001;81648422101;2819;0.0;0.0;730145;671182;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Знаменский;Знаменский;Марий;https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);56.64555556;47.98583333;88 228 812 001;88628412101;2822;1.46;0.0;78362;425221;UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;;;
Нижний Саянтуй;Нижний Саянтуй;Бурятия;https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9_%D0%A1%D0%B0%D1%8F%D0%BD%D1%82%D1%83%D0%B9;51.73777778;10.125;81 250 835 001;81650435101;2829;0.0;0.0;730146;671120;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Силикатный;Силикатный;Ульяновская;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D0%B8%D0%BA%D0%B0%D1%82%D0%BD%D1%8B%D0%B9_(%D0%A1%D0%B5%D0%BD%D0%B3%D0%B8%D0%BB%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);53.99027778;48.32666667;73 236 557;73636157051;2853;0.0;0.0;;433393;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;2853;2853;
Зура;Зура;Удмуртия;https://ru.wikipedia.org/wiki/%D0%97%D1%83%D1%80%D0%B0;57.60611111;53.39166667;94 218 810 001;94618410101;2880;0.0;0.0;734134;427161;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Суслонгер;Суслонгер;Марий;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%81%D0%BB%D0%BE%D0%BD%D0%B3%D0%B5%D1%80;56.31666667;48.25;88 212 584 000;88612184051;2882;0.0;0.0;;425050;UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;2882;2882;
